PAIS;Equipo;Marca;Site;Ubicación;Device Name;IP;;;;;;;;;;;;;;;;;
Bolivia;Router;Cisco;TAQUIÑA;Centro de computos;Bolivia 46;10.134.84.10;;;;;;;;;;;;;;;;;
Bolivia;Switch;Cisco;TAQUIÑA;Centro de computos;Bolivia 47;10.134.84.11;;;;;;;;;;;;;;;;;
Bolivia;Switch;Cisco;TAQUIÑA;Centro de computos;Bolivia 48;10.134.84.12;;;;;;;;;;;;;;;;;
Bolivia;Switch;Cisco;TAQUIÑA;Comercial;Bolivia 49;10.134.84.13;;;;;;;;;;;;;;;;;
Bolivia;Switch;Cisco;TAQUIÑA;Logistica;Bolivia 50;10.134.84.14;;;;;;;;;;;;;;;;;
Bolivia;Switch;Cisco;TAQUIÑA;Porteria Taquiña;Bolivia 51;10.134.84.15;;;;;;;;;;;;;;;;;
Bolivia;Switch;Cisco;TAQUIÑA;Degustacion-Ex Gerencia;Bolivia 52;10.134.84.18;;;;;;;;;;;;;;;;;
Bolivia;Switch;Cisco;TAQUIÑA;Laboratorio;Bolivia 53;10.134.84.19;;;;;;;;;;;;;;;;;
Bolivia;Switch;Cisco;TAQUIÑA;Envasado;Bolivia 54;10.134.84.20;;;;;;;;;;;;;;;;;
Bolivia;Switch;Cisco;TAQUIÑA;Almacenes;Bolivia 55;10.134.84.21;;;;;;;;;;;;;;;;;
Bolivia;Switch;Cisco;TAQUIÑA;Despachos;Bolivia 56;10.134.84.22;;;;;;;;;;;;;;;;;
Bolivia;Switch;Cisco;CBN LA PAZ;SALA DE GERENCIA INDUSTRIAL;Bolivia 57;10.134.80.34;;;;;;;;;;;;;;;;;
Bolivia;Switch;Cisco;CBN LA PAZ;LABORATORIO DE CONTROL DE CALIDAD PISO 1;Bolivia 58;10.134.80.20;;;;;;;;;;;;;;;;;
Bolivia;Switch;Cisco;CBN LA PAZ;SALA DE REUNIONES INGENIERIA- PISO 1;Bolivia 59;10.134.80.21;;;;;;;;;;;;;;;;;
Bolivia;Switch;Cisco;CBN LA PAZ;ALMACENES;Bolivia 60;10.134.80.17;;;;;;;;;;;;;;;;;
Bolivia;Switch;Cisco;CBN LA PAZ;ENVACES VACIOS;Bolivia 61;10.134.80.19;;;;;;;;;;;;;;;;;
Bolivia;Switch;Cisco;CBN LA PAZ;EVENTOS EXTOYOTA;Bolivia 62;10.134.80.22;;;;;;;;;;;;;;;;;
Bolivia;Switch;Cisco;CBN LA PAZ;LOBBY;Bolivia 63;10.134.80.30;;;;;;;;;;;;;;;;;
Bolivia;Switch;Cisco;CBN LA PAZ;ENTRE BAÑOS-PISO-6;Bolivia 64;10.134.80.28;;;;;;;;;;;;;;;;;
Bolivia;Switch;Cisco;CBN LA PAZ;DATACENTER-PROVEDORES-SISTEMAS PISO-6;Bolivia 65;10.134.80.12;;;;;;;;;;;;;;;;;
Bolivia;Switch;Cisco;CBN LA PAZ;DATACENTER-PROVEDORES-SISTEMAS PISO-6;Bolivia 66;10.134.80.25;;;;;;;;;;;;;;;;;
Bolivia;Switch;Cisco;CBN LA PAZ;Logistica Facturacion;Bolivia 67;10.134.80.16;;;;;;;;;;;;;;;;;
Bolivia;Router;Cisco;SD EL ALTO;Centro de computo;Bolivia 68;10.134.85.138;;;;;;;;;;;;;;;;;
Bolivia;Switch;Cisco;SD EL ALTO;Centro de computo;Bolivia 69;10.134.85.139;;;;;;;;;;;;;;;;;
Bolivia;Switch;Cisco;SD EL ALTO;Produccion;Bolivia 70;10.134.85.144;;;;;;;;;;;;;;;;;
Bolivia;Router;Cisco;CD EL ALTO;Centro de computo;Bolivia 71;10.134.85.10;;;;;;;;;;;;;;;;;
Bolivia;Switch;Cisco;CD EL ALTO;Centro de computo;Bolivia 72;10.134.85.11;;;;;;;;;;;;;;;;;
Chile;Router;Cisco;Coquimbo;BALMACEDA 701, BODEGA C5 CENTRO EMPRESARIAL;Chile 1;167.252.93.129;;;;;;;;;;;;;;;;;
Chile;Switch;Cisco;Coquimbo;BALMACEDA 701, BODEGA C5 CENTRO EMPRESARIAL;Chile 2;10.134.93.130;;;;;;;;;;;;;;;;;
Chile;Router;Cisco;Concon;Camino Internacional # 12555, Galpón 1;Chile 3;10.134.93.193;;;;;;;;;;;;;;;;;
Chile;Switch;Cisco;Concon;Camino Internacional # 12555, Galpón 1;Chile 4;10.134.93.194;;;;;;;;;;;;;;;;;
Chile;Router;Cisco;San Antonio;Centro de computos;Chile 5;10.134.94.1;;;;;;;;;;;;;;;;;
Chile;Router;Cisco;Rancagua;Longitudinal Sur #1670 Comuna Rancagua;Chile 6;10.134.94.65;;;;;;;;;;;;;;;;;
Chile;Switch;Cisco;Rancagua;Longitudinal Sur #1670 Comuna Rancagua;Chile 7;10.134.94.66;;;;;;;;;;;;;;;;;
Chile;Router;Cisco;Talca;LONGITUDINAL SUR #1670;Chile 8;10.134.94.129;;;;;;;;;;;;;;;;;
Chile;Switch;Cisco;Talca;LONGITUDINAL SUR #1670;Chile 9;10.134.94.130;;;;;;;;;;;;;;;;;
Chile;Router;Cisco;Chillan;Carretera Norte Km 4, Galpón 10, Chillan;Chile 10;10.134.94.193;;;;;;;;;;;;;;;;;
Chile;Switch;Cisco;Chillan;Carretera Norte Km 4, Galpón 10, Chillan;Chile 11;10.134.94.194;;;;;;;;;;;;;;;;;
Chile;Router;Cisco;Talcahuano;Gran Bretaña 4991;Chile 12;10.132.95.1;;;;;;;;;;;;;;;;;
Chile;Switch;Cisco;Talcahuano;Gran Bretaña 4991;Chile 13;10.134.95.2;;;;;;;;;;;;;;;;;
Chile;Router;Cisco;Los Angeles;Gabriela Mistral 1580, Galpón 18;Chile 14;10.134.95.65;;;;;;;;;;;;;;;;;
Chile;Switch;Cisco;Los Angeles;Gabriela Mistral 1580, Galpón 18;Chile 15;10.134.95.66;;;;;;;;;;;;;;;;;
Chile;Router;Cisco;Temuco;Panamericana Sur Km 652,5;Chile 16;10.134.95.129;;;;;;;;;;;;;;;;;
Chile;Switch;Cisco;Temuco;;Chile 17;10.134.95.130;;;;;;;;;;;;;;;;;
Chile;Router;Cisco;Puerto Montt;Av. Panamericana Sur Km. 1.010, Bodegas San Francisco;Chile 18;10.134.95.193;;;;;;;;;;;;;;;;;
Chile;Switch;Cisco;Puerto Montt;;Chile 19;10.134.95.194;;;;;;;;;;;;;;;;;
Chile;Router;Cisco;Santiago;Panamericana 9600 Quilicura;Chile 20;10.134.90.10;;;;;;;;;;;;;;;;;
Chile;Switch;Cisco;Santiago;Panamericana 9600 Quilicura;Chile 21;10.134.90.11;;;;;;;;;;;;;;;;;
Chile;Switch;Cisco;Santiago;Panamericana 9600 Quilicura;Chile 22;10.134.90.17;;;;;;;;;;;;;;;;;
Chile;Switch;Cisco;Santiago;Panamericana 9600 Quilicura;Chile 23;10.134.90.18;;;;;;;;;;;;;;;;;
Chile;Switch;Cisco;Santiago;Panamericana 9600 Quilicura;Chile 24;10.134.90.19;;;;;;;;;;;;;;;;;
Chile;Switch;Cisco;Santiago;Panamericana 9600 Quilicura;Chile 25;10.134.90.20;;;;;;;;;;;;;;;;;
Chile;Switch;Cisco;Santiago;Panamericana 9600 Quilicura;Chile 26;10.134.90.21;;;;;;;;;;;;;;;;;
Chile;Switch;Cisco;Santiago;Panamericana 9600 Quilicura;Chile 27;10.134.90.22;;;;;;;;;;;;;;;;;
Chile;Switch;Cisco;Santiago;Panamericana 9600 Quilicura;Chile 28;10.134.90.23;;;;;;;;;;;;;;;;;
Chile;Switch;Cisco;Santiago;Panamericana 9600 Quilicura;Chile 29;10.134.90.24;;;;;;;;;;;;;;;;;
Chile;Switch;Cisco;Santiago;Panamericana 9600 Quilicura;Chile 30;10.134.90.25;;;;;;;;;;;;;;;;;
Chile;Switch;Cisco;Santiago;Panamericana 9600 Quilicura;Chile 31;10.134.90.26;;;;;;;;;;;;;;;;;
Chile;Switch;Cisco;Santiago;Panamericana 9600 Quilicura;Chile 32;10.134.90.27;;;;;;;;;;;;;;;;;
Chile;Switch;Cisco;Santiago;Panamericana 9600 Quilicura;Chile 33;10.134.90.28;;;;;;;;;;;;;;;;;
Chile;Switch;Cisco;Santiago;Panamericana 9600 Quilicura;Chile 34;10.134.90.29;;;;;;;;;;;;;;;;;
Chile;Switch;Cisco;Santiago;Panamericana 9600 Quilicura;Chile 35;10.134.90.30;;;;;;;;;;;;;;;;;
Chile;Switch;Cisco;Santiago;Panamericana 9600 Quilicura;Chile 36;10.134.90.31;;;;;;;;;;;;;;;;;
Chile;Switch;Cisco;Santiago;Panamericana 9600 Quilicura;Chile 37;10.134.90.32;;;;;;;;;;;;;;;;;
Chile;Switch;Cisco;Santiago;Panamericana 9600 Quilicura;Chile 38;10.134.90.33;;;;;;;;;;;;;;;;;
Chile;Switch;Cisco;Santiago;Panamericana 9600 Quilicura;Chile 39;10.134.90.34;;;;;;;;;;;;;;;;;
Chile;Switch;Cisco;Santiago;Panamericana 9600 Quilicura;Chile 40;10.134.90.35;;;;;;;;;;;;;;;;;
Chile;Switch;Cisco;Santiago;Panamericana 9600 Quilicura;Chile 41;10.134.90.36;;;;;;;;;;;;;;;;;
Chile;Switch;Cisco;Santiago;Panamericana 9600 Quilicura;Chile 42;10.134.90.37;;;;;;;;;;;;;;;;;
Paraguay;Router;Cisco;Caaguazú;Paraguay 1;Paraguay 1;10.134.68.10;;;;;;;;;;;;;;;;;
Paraguay;Router;Cisco;CDA;Paraguay 2;Paraguay 2;10.134.60.10;;;;;;;;;;;;;;;;;
Paraguay;Router;Cisco;CDA;Paraguay 3;Paraguay 3;10.134.64.10;;;;;;;;;;;;;;;;;
Paraguay;Router;Cisco;CDE;Paraguay 4;Paraguay 4;10.134.69.10;;;;;;;;;;;;;;;;;
Paraguay;Router;Cisco;Concepción;Paraguay 5;Paraguay 5;10.134.65.10;;;;;;;;;;;;;;;;;
Paraguay;Router;Cisco;Encarnación;Paraguay 6;Paraguay 6;10.134.71.10;;;;;;;;;;;;;;;;;
Paraguay;Router;Cisco;OVIEDO;Paraguay 7;Paraguay 7;10.134.66.10;;;;;;;;;;;;;;;;;
Paraguay;Router;Cisco;Villarrica;Paraguay 8;Paraguay 8;10.134.72.10;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;YPANE;Paraguay 9;Paraguay 9;10.134.62.11;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;YPANE;Paraguay 10;Paraguay 10;10.134.62.13;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;YPANE;Paraguay 11;Paraguay 11;10.134.62.14;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;San Lorenzo;Paraguay 12;Paraguay 12;10.134.60.12;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;San Lorenzo;Paraguay 13;Paraguay 13;10.134.60.11;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;San Lorenzo;Paraguay 14;Paraguay 14;10.134.60.18;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;San Lorenzo;Paraguay 15;Paraguay 15;10.134.60.17;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;San Lorenzo;Paraguay 16;Paraguay 16;10.134.60.16;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;San Lorenzo;Paraguay 17;Paraguay 17;10.134.60.19;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;San Lorenzo;Paraguay 18;Paraguay 18;10.134.60.13;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;YPANE;Paraguay 19;Paraguay 19;10.134.62.15;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;YPANE;Paraguay 20;Paraguay 20;10.134.62.16;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;YPANE;Paraguay 21;Paraguay 21;10.134.62.17;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;YPANE;Paraguay 22;Paraguay 22;10.134.62.18;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;YPANE;Paraguay 23;Paraguay 23;10.134.62.19;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;YPANE;Paraguay 24;Paraguay 24;10.134.62.20;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;YPANE;Paraguay 25;Paraguay 25;10.134.62.22;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;YPANE;Paraguay 26;Paraguay 26;10.134.62.23;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;YPANE;Paraguay 27;Paraguay 27;10.134.62.24;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;YPANE;Paraguay 28;Paraguay 28;10.134.62.26;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;YPANE;Paraguay 29;Paraguay 29;10.134.62.27;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;YPANE;Paraguay 30;Paraguay 30;10.134.62.28;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;YPANE;Paraguay 31;Paraguay 31;10.134.62.29;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;YPANE;Paraguay 32;Paraguay 32;10.134.62.30;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;YPANE;Paraguay 33;Paraguay 33;10.134.62.31;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;YPANE;Paraguay 34;Paraguay 34;10.134.62.32;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;YPANE;Paraguay 35;Paraguay 35;10.134.62.33;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;YPANE;Paraguay 36;Paraguay 36;10.134.62.34;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;YPANE;Paraguay 37;Paraguay 37;10.134.62.35;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;YPANE;Paraguay 38;Paraguay 38;10.134.62.36;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;YPANE;Paraguay 39;Paraguay 39;10.134.62.37;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;YPANE;Paraguay 40;Paraguay 40;10.134.62.38;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;YPANE;Paraguay 41;Paraguay 41;10.134.62.39;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;YPANE;Paraguay 42;Paraguay 42;10.134.62.41;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;YPANE;Paraguay 43;Paraguay 43;10.134.62.42;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;YPANE;Paraguay 44;Paraguay 44;10.134.62.43;;;;;;;;;;;;;;;;;
Paraguay;Switch;Cisco;YPANE;Paraguay 45;Paraguay 45;10.134.62.44;;;;;;;;;;;;;;;;;
Paraguay;Router;Cisco;YPANE;Paraguay 46;Paraguay 46;10.134.62.10;;;;;;;;;;;;;;;;;
Paraguay;Router;Cisco;YPANE;Paraguay 47;Paraguay 47;10.137.62.10;;;;;;;;;;;;;;;;;
Paraguay;Router;Cisco;YPANE;Paraguay 48;Paraguay 48;10.137.62.10;;;;;;;;;;;;;;;;;
Uruguay;Switches;Cisco;Entre Rios;Almacen;Uruguay 1;10.134.50.18;;;;;;;;;;;;;;;;;
Uruguay;Switches;Cisco;Entre Rios;Almacen;Uruguay 2;10.134.50.15;;;;;;;;;;;;;;;;;
Uruguay;Switches;Cisco;Entre Rios;Deposito - Ventas;Uruguay 3;10.134.50.37;;;;;;;;;;;;;;;;;
Uruguay;Switches;Cisco;Entre Rios;Deposito - Industrial;Uruguay 4;10.134.50.38;;;;;;;;;;;;;;;;;
Uruguay;Switches;Cisco;Entre Rios;Embotelladora;Uruguay 5;10.134.50.23;;;;;;;;;;;;;;;;;
Uruguay;Switches;Cisco;Entre Rios;Embotelladora;Uruguay 6;10.134.50.25;;;;;;;;;;;;;;;;;
Uruguay;Switches;Cisco;Entre Rios;Industrial;Uruguay 7;10.134.50.21;;;;;;;;;;;;;;;;;
Uruguay;Switches;Cisco;Entre Rios;Industrial;Uruguay 8;10.134.50.29;;;;;;;;;;;;;;;;;
Uruguay;Switches;Cisco;Entre Rios;Sistemas;Uruguay 9;10.134.50.16;;;;;;;;;;;;;;;;;
Uruguay;Switches;Cisco;Entre Rios;Sistemas;Uruguay 10;10.134.50.12;;;;;;;;;;;;;;;;;
Uruguay;Switches;Cisco;Entre Rios;Soplado;Uruguay 11;10.134.50.24;;;;;;;;;;;;;;;;;
Uruguay;Switches;Cisco;Entre Rios;Taller;Uruguay 12;10.134.50.17;;;;;;;;;;;;;;;;;
Uruguay;Switches;Cisco;Entre Rios;Tratamiento de Agua;Uruguay 13;10.134.50.33;;;;;;;;;;;;;;;;;
Uruguay;Switches;Cisco;Ruta1;Cabina PVC;Uruguay 14;10.134.53.14;;;;;;;;;;;;;;;;;
Uruguay;Switches;Cisco;Entre Rios;Soplado;Uruguay 15;10.134.50.36;;;;;;;;;;;;;;;;;
Uruguay;Switches;Cisco;Ruta1;Sistemas;Uruguay 16;10.134.53.12;;;;;;;;;;;;;;;;;
Uruguay;Switches;Cisco;Ruta1;Verificaciones;Uruguay 17;10.134.53.13;;;;;;;;;;;;;;;;;
Uruguay;Switches;Cisco;Entre Rios;Deposito;Uruguay 18;10.134.53.11;;;;;;;;;;;;;;;;;
Uruguay;Switches;Cisco;Entre Rios;Embotelladora;Uruguay 19;10.134.50.28;;;;;;;;;;;;;;;;;
Uruguay;Switches;Cisco;Entre Rios;Industrial;Uruguay 20;10.134.50.20;;;;;;;;;;;;;;;;;
Uruguay;Switches;Cisco;Entre Rios;Sala de Maquina;Uruguay 21;10.134.50.22;;;;;;;;;;;;;;;;;
Uruguay;Switches;Cisco;Entre Rios;Sistemas;Uruguay 22; 10.134.50.30;;;;;;;;;;;;;;;;;
Uruguay;Switches;Cisco;Ruta1;Porteria;Uruguay 23;10.134.53.15 ;;;;;;;;;;;;;;;;;
